,position,country,name,club,boots,age,height,ACL
10889,Defender,Germany,Moritz Römling,,,23,186,0
10890,Goalkeeper,Germany,Moritz Schulze,SpVgg Greuther Fürth,,23,192,0
10891,Defender,Germany,Moritz Sprenger,,Nike Tiempo Legend 10 Elite,29,190,0
10892,Midfielder,Germany,Moritz Stoppelkamp,,Nike Mercurial Vapor 15 Elite,37,180,0
10893,Midfielder,Austria,Moritz Wels,,,19,186,0
10894,Midfielder,Germany,Moritz-Broni Kwarteng,VfL Bochum,Nike Mercurial Vapor 15 Elite,26,175,0
10895,Midfielder,Ghana,Moro Alhassan,,Lotto Solista,30,186,0
10896,Defender,Tunisia,Mortadha Ben Ouanes,,,30,182,0
10897,Goalkeeper,Denmark,Morten Bank,,,27,196,0
10898,Goalkeeper,Germany,Morten Behrens,,adidas Predator Elite,27,193,0
10899,Midfielder,Denmark,Morten Frendrup,Genoa CFC,Puma Ultra Ultimate,23,178,0
10900,Midfielder,Denmark,Morten Hjulmand,Sporting CP,adidas Copa Pure 2 Elite,25,185,0
10901,Midfielder,Norway,Morten Thorsby,Genoa CFC,adidas Predator Elite LL,28,188,0
10902,Defender,Iran,Morteza Pouraliganji,,Nike Phantom VNM Elite,32,185,0
10903,Goalkeeper,France,Mory Diaw,,Nike Phantom GX 2 Elite,31,195,0
10904,Goalkeeper,Senegal,Mory Diaw,Clermont Foot 63,Puma Future 7 Ultimate,31,197,0
10905,Defender,France,Mory Koné,,,30,190,0
10906,Midfielder,Côte d'Ivoire,Moryké Fofana,,,32,178,0
10907,Defender,England,Moses Odubajo,AEK Athens,Nike Mercurial Vapor 15 Elite,31,177,0
10908,Forward,Nigeria,Moses Simon,FC Nantes,Nike Mercurial Vapor 15 Elite,29,168,0
10909,Forward,Egypt,Mostafa Mohamed,FC Nantes,Nike Mercurial Superfly 9 Elite,26,185,0
10910,Defender,Saudi Arabia,Motaz Hawsawi,,Nike Magista Opus II Elite,32,179,0
10911,Forward,France,Mouaad Madri,,,34,176,0
10912,Midfielder,Morocco,Moubarak Boussoufa,,Nike Magista Opus II Elite,40,167,0
10913,Defender,Guinea,Mouctar Diakhaby,Valencia CF,adidas Predator Elite,27,192,0
10914,Goalkeeper,Tunisia,Mouez Hassen,,Nike Tiempo Legend 9 Elite,29,186,0
10915,Defender,France,Mouhamadou Dabo,,adidas Predator Elite,37,176,0
10916,Midfielder,France,Mouhamadou Drammeh,,,25,188,0
10917,Midfielder,Senegal,Mouhamadou Sakho,,,24,185,0
10918,Goalkeeper,Senegal,Mouhamadou Sarr,Spezia Calcio,adidas Predator Edge.1 Low,27,190,0
10919,Midfielder,Senegal,Mouhamed Diop,ESTAC Troyes,,23,182,0
10920,Goalkeeper,Senegal,Mouhamed Mbaye,,Nike Mercurial Vapor XIII Elite,26,193,0
10921,Forward,France,Mounaïm El Idrissy,,adidas X Crazyfast Elite LL,25,181,0
10922,Midfielder,France,Mounir Bouziane,,,33,182,0
10923,Forward,France,Mounir Chouiar,,Nike Mercurial Vapor 15 Elite,25,177,0
10924,Forward,Morocco,Mounir El Hamdaoui,,Nike Magista Opus,40,183,0
10925,Midfielder,Morocco,Mounir Obbadi,,adidas Predator Elite,41,172,0
10926,Forward,France,Mour Paye,,,30,173,0
10927,Forward,Morocco,Mourad El Ghezouani,Elche CF,,26,189,0
10928,Midfielder,Belgium,Mousa Dembélé,,adidas Copa 20.1,37,185,0
10929,Forward,-,Mousa Tamari,Montpellier HSC,Nike Mercurial Superfly 9 Elite,27,178,0
10930,Goalkeeper,Cameroon,Moussa Bana,,,26,184,0
10931,Forward,France,Moussa Dembélé,,adidas X Crazyfast Elite LL,28,187,0
10932,Forward,France,Moussa Diaby,,adidas X Crazyfast Elite,25,170,0
10933,Defender,Mali,Moussa Diarra,Deportivo Alavés,adidas X Crazyfast Elite LL,23,185,0
10934,Forward,Mali,Moussa Djenepo,,Nike Mercurial Superfly 9 Elite,26,177,0
10935,Forward,Senegal,Moussa Djitté,,adidas X Crazyfast Elite LL,24,180,0
10936,Forward,Mali,Moussa Doumbia,,Nike Mercurial Vapor 14 Elite,30,173,0
10937,Defender,France,Moussa Guel,,,35,183,0
10938,Forward,Senegal,Moussa Guèye,,adidas F50 Adizero,35,185,0
10939,Midfielder,Senegal,Moussa Kanté,,,20,164,0
10940,Forward,Senegal,Moussa Konaté,,Nike Mercurial Superfly 9 Elite,31,183,0
10941,Midfielder,Côte d'Ivoire,Moussa Koné,,Nike Phantom GX 2 Elite,34,185,0
10942,Forward,Senegal,Moussa Koné,,Nike Mercurial Vapor XIII Elite,27,175,0
10943,Midfielder,Mali,Moussa Kyabou,FC Sheriff Tiraspol,,26,183,0
10944,Defender,Senegal,Moussa M'Bow,,adidas X Crazyfast Elite,32,180,0
10945,Forward,Niger,Moussa Maazou,,,36,188,0
10946,Forward,Mali,Moussa Marega,,Nike Mercurial Superfly VII Elite,33,183,0
10947,Defender,Senegal,Moussa N'Diaye,RSC Anderlecht,Nike Mercurial Vapor 15 Elite,22,181,0
10948,Midfielder,Senegal,Moussa Ndiaye,,,20,184,0
10949,Midfielder,Senegal,Moussa Ndiaye,,,25,182,0
10950,Defender,Senegal,Moussa Niakhaté,Olympique Lyonnais,New Balance Furon v6+ Pro,28,190,0
10951,Midfielder,France,Moussa Sissoko,Watford,adidas X Crazyfast Elite,35,187,0
10952,Defender,Senegal,Moussa Sogué,,,23,185,0
10953,Forward,France,Moussa Soumano,AC Ajaccio,Puma Ultra Ultimate,19,185,0
10954,Forward,Senegal,Moussa Sow,,adidas Predator 18.1,38,180,0
10955,Forward,Mali,Moussa Sylla,Schalke 04,Nike Mercurial Vapor 15 Elite,24,180,0
10956,Defender,Senegal,Moussa Wagué,,Nike Mercurial Superfly 9 Elite,25,177,0
10957,Forward,Mali,Moussa Yeo,Red Bull Salzburg,Nike Mercurial Vapor 15 Elite,20,174,0
10958,Midfielder,Palestine,Moustafa Zeidan,,Nike Mercurial Vapor 15 Elite,26,174,0
10959,Defender,Senegal,Moustapha Bayal Sall,,Nike Mercurial Superfly 9 Elite,38,191,0
10960,Forward,Guinea,Moustapha Cissé,,,20,182,0
10961,Midfielder,Senegal,Moustapha Diallo,,Nike Tiempo Legend VI,38,188,0
10962,Defender,Senegal,Moustapha Mbow,,adidas X Speedflow+,24,192,0
10963,Midfielder,Senegal,Moustapha Name,,adidas X Crazyfast Elite,29,185,0
10964,Defender,Senegal,Moustapha Seck,,Nike Mercurial Vapor 15 Elite,28,176,0
10965,Defender,France,Moutanabi Bodiang,,,21,172,0
10966,Defender,Senegal,Moutarou Baldé,,,30,175,0
10967,Defender,France,Muamer Aljic,,,24,185,0
10968,Forward,Sweden,Muamer Tankovic,,Nike Mercurial Vapor 14 Elite,29,181,0
10969,Forward,Somalia,Mubaarak Nuh,,,22,179,0
10970,Forward,Turkey,Mugdat Celik,,Nike Mercurial Vapor XII Elite,34,180,0
10971,Midfielder,-,Muhamed Besic,,Nike Mercurial Vapor 15 Elite,31,180,0
10972,Forward,-,Muhamed Tehe Olawale,,,25,187,0
10973,Midfielder,Austria,Muhammed Cham,,Nike Mercurial Vapor 15 Elite,23,180,0
10974,Midfielder,Germany,Muhammed Damar,,Nike Mercurial Superfly 9 Elite,20,185,0
10975,Forward,Germany,Muhammed Kiprit,,adidas X Crazyfast Elite,25,184,0
10976,Defender,Turkey,Muhammed Sarıkaya,,Nike Mercurial Superfly 9 Elite,22,182,0
10977,Goalkeeper,Turkey,Muhammed Şengezer,İstanbul Başakşehir FK,Nike Tiempo Legend 10 Elite,27,192,0
10978,Forward,Saudi Arabia,Muhannad Asiri,,Nike Tiempo Legend 10 Elite,37,187,0
10979,Midfielder,Turkey,Muhayer Oktay,,Nike Mercurial Vapor XIII Elite,25,180,0
10980,Defender,Spain,Mujaid Sadick,KRC Genk,,24,185,0
10981,Goalkeeper,Congo Dr,Mulopo Kudimbana,,Puma Ultra 1.1,37,190,0
10982,Forward,Israel,Munas Dabbur,,Nike Mercurial Superfly 9 Elite,32,182,0
10983,Defender,Zimbabwe,Munashe Garananga,FC Copenhagen,,23,186,0
10984,Goalkeeper,Morocco,Munir,,Nike Tiempo Legend 10 Elite,35,190,0
10985,Forward,Morocco,Munir El Haddadi,CD Leganés,adidas X Crazyfast Elite LL,29,177,0
10986,Defender,Brazil,Murillo,Nottingham Forest,Nike Phantom GX 2 Elite,22,184,0
10987,Defender,Brazil,Murilo Cerqueira,,Nike Phantom VSN Elite,27,188,0
10988,Forward,Brazil,Murilo de Souza,,,29,176,0
10989,Forward,-,Musa Barrow,,Nike Mercurial Vapor 14 Elite,25,184,0
10990,Forward,-,Musa Juwara,,adidas X Speedflow+,22,170,0
10991,Forward,Azerbaijan,Musa Qurbanly,Qarabağ FK,,22,183,0
10992,Forward,Australia,Musa Toure,Clermont Foot 63,,18,183,0
10993,Midfielder,Saudi Arabia,Musab Al-Juwayr,,,21,178,0
10994,Defender,Qatar,Musab Khoder,,Nike Mercurial Vapor 15 Elite By You,31,174,0
10995,Midfielder,Australia,Mustafa Amini,,adidas X Crazyfast Elite,31,173,0
10996,Forward,Turkey,Mustafa Hekimoğlu,Beşiktaş JK,,17,186,0
10997,Midfielder,Qatar,Mustafa Mashaal,,,23,174,0
10998,Forward,Turkey,Mustafa Pektemek,,Nike Phantom GX 2 Elite,36,182,0
10999,Midfielder,Republic Of The Gambia,Mustapha Carayol,,Nike Phantom GX 2 Elite,36,177,0
11000,Forward,Mali,Mustapha Yatabaré,,Nike Mercurial Vapor 15 Elite,38,182,0
11001,Defender,-,Myenty Abena,Spartak Moscow,,29,191,0
11002,Forward,Ukraine,Mykhaylo Mudryk,Chelsea,Nike Mercurial Vapor 15 Elite,23,175,0
11003,Forward,Ukraine,Mykola Kukharevych,,Nike Mercurial Vapor 15 Elite,23,191,0
11004,Defender,Ukraine,Mykola Matvienko,Shakhtar Donetsk,Puma Ultra Ultimate,28,182,0
11005,Defender,Ukraine,Mykola Morozyuk,,,36,175,0
11006,Midfielder,Ukraine,Mykola Mykhaylenko,Dynamo Kyiv,,23,183,0
11007,Midfielder,Ukraine,Mykola Shaparenko,Dynamo Kyiv,adidas X Crazyfast Elite,25,178,0
11008,Defender,Ukraine,Mykyta Burda,,adidas Nemeziz.1,29,187,0
11009,Defender,Ukraine,Mykyta Kamenyuka,,,39,172,0
11010,Defender,Ukraine,Mykyta Kravchenko,,,27,182,0
11011,Goalkeeper,Ukraine,Mykyta Kryukov,,Nike Phantom GX 2 Elite,33,197,0
11012,Goalkeeper,Ukraine,Mykyta Shevchenko,,,31,187,0
11013,Midfielder,Jamaica,Myles Peart-Harris,Swansea City,Nike Mercurial Superfly 10 Elite,21,187,0
11014,Forward,Netherlands,Myron Boadu,VfL Bochum,adidas X Crazyfast Elite LL,23,181,0
11015,Forward,Albania,Myrto Uzuni,Granada CF,Nike Mercurial Vapor XIII Elite,29,178,0
11016,Forward,-,Myziane Maolida,,adidas X Speedportal+,25,181,0
11017,Midfielder,Senegal,N'Diaye Djiby,,,30,186,0
11018,Forward,-,N'Dri Koffi,,,22,187,0
11019,Midfielder,Côte d'Ivoire,N'Dri Romaric,,Puma Ultra 1.1,41,187,0
11020,Midfielder,France,N'Golo Kanté,,adidas X 18.1,33,171,0
11021,Midfielder,Finland,Naatan Skyttä,,adidas Copa Pure 2 Elite,22,170,0
11022,Forward,France,Nabil Alioui,,Nike Mercurial Vapor 15 Elite,25,175,0
11023,Midfielder,Sweden,Nabil Bahoui,,adidas X 16.1 Leather,33,188,0
11024,Midfielder,Algeria,Nabil Bentaleb,LOSC Lille,Puma Ultra Ultimate,29,187,0
11025,Forward,Morocco,Nabil Dirar,,Nike Mercurial Vapor XIII Elite,38,187,0
11026,Midfielder,Morocco,Nabil El Zhar,,Nike Mercurial Superfly 9 Elite,38,175,0
11027,Midfielder,France,Nabil Fekir,,Puma King Ultimate,31,173,1
11028,Forward,Algeria,Nabil Ghilas,,Nike Phantom GX 2 Elite,34,185,0
11029,Midfielder,Morocco,Nabil Jaadi,,Nike Mercurial Vapor 15 Elite,28,178,0
11030,Goalkeeper,Algeria,Nabil Ouennas,,,21,195,0
11031,Midfielder,Guinea,Naby Keïta,SV Werder Bremen,adidas Predator Elite FT,29,172,0
11032,Defender,Senegal,Naby Sarr,,Nike Magista Opus II Elite,31,196,0
11033,Forward,Netherlands,Nacer Barazite,,Nike Mercurial Superfly 9 Elite,34,188,0
11034,Forward,Belgium,Nacer Chadli,,Nike Phantom Luna 2 Elite,35,187,0
11035,Defender,Spain,Nacho,,adidas Predator Elite,44,178,0
11036,Midfielder,Spain,Nacho Cases,,adidas X Crazyfast Elite,36,174,0
11037,Defender,Spain,Nacho Fernández,,adidas Predator Elite FT,34,180,0
11038,Forward,Spain,Nacho Ferri,,Nike Mercurial Vapor 15 Elite,19,192,0
11039,Forward,Spain,Nacho Gil,New England Revolution,,28,170,0
11040,Defender,Spain,Nacho Martínez,,Nike Phantom GT Elite,35,174,0
11041,Midfielder,Spain,Nacho Méndez,Real Sporting de Gijón,adidas Predator 18+,26,178,0
11042,Defender,Spain,Nacho Monreal,,Puma Ultra Ultimate,38,179,0
11043,Defender,Spain,Nacho Vidal,CA Osasuna,adidas Copa Pure 2 Elite,29,180,0
11044,Forward,Turkey,Naci Ünüvar,RCD Espanyol,,21,168,0
11045,Defender,Tunisia,Nader Ghandri,,Puma Future 7 Ultimate,29,197,0
11046,Midfielder,Germany,Nadiem Amiri,1. FSV Mainz 05,Nike Mercurial Vapor 15 Elite,27,180,0
11047,Forward,Turkey,Nadir Çiftçi,,Nike Mercurial Vapor 15 Elite,32,183,0
11048,Midfielder,Italy,Nadir Minotti,,,32,183,0
11049,Midfielder,Italy,Nadir Zortea,Cagliari Calcio,adidas X Crazyfast Elite,25,175,0
11050,Forward,-,Nadrey Dago,,Nike Mercurial Superfly 8 Elite,27,175,0
11051,Midfielder,France,Naël Jaby,,adidas X 19.1,23,175,0
11052,Defender,Spain,Nagore,,Puma Ultra 1.1,43,183,0
11053,Midfielder,Uruguay,Nahitan Nández,,adidas Predator Accuracy.1,28,172,0
11054,Forward,Bermuda,Nahki Wells,,Nike Mercurial Superfly 9 Elite,34,170,0
11055,Forward,Argentina,Nahuel Bustos,,Nike Mercurial Superfly VIII Elite iD,26,176,0
11056,Midfielder,Argentina,Nahuel Estévez,Parma Calcio 1913,Puma Future 7 Ultimate,28,181,0
11057,Goalkeeper,Argentina,Nahuel Guzmán,,Nike Tiempo Legend 10 Elite,38,192,0
11058,Defender,Argentina,Nahuel Molina,Atlético de Madrid,Nike Mercurial Vapor 16 Elite,26,175,0
11059,Goalkeeper,Germany,Nahuel Noll,SpVgg Greuther Fürth,adidas Predator Elite,21,190,0
11060,Defender,Argentina,Nahuel Tenaglia,Deportivo Alavés,Puma Ultra Ultimate,28,181,0
11061,Defender,Argentina,Nahuel Valentini,,adidas X Crazyfast Elite,35,182,0
11062,Midfielder,Qatar,Naif Al-Hadhrami,,adidas Copa Pure.1,23,180,0
11063,Midfielder,Russia,Nail Umyarov,Spartak Moscow,Nike Phantom GX 2 Elite,24,182,0
11064,Midfielder,Morocco,Naïm Byar,Bologna FC 1909,,19,182,0
11065,Forward,Tunisia,Naïm Sliti,,adidas X Crazyfast Elite LL,32,173,0
11066,Midfielder,Armenia,Nair Tiknizyan,Lokomotiv Moscow,Puma Ultra 1.3,25,181,0
11067,Forward,France,Naïs Djouahra,,adidas Predator Elite LL,24,172,0
11068,Midfielder,France,Najib Baouia,,adidas X Crazyfast Elite,32,165,0
11069,Midfielder,France,Najib Gandi,,Nike Phantom GX 2 Elite,30,188,0
11070,Defender,Brazil,Naldo,,Nike Phantom GX 2 Elite,36,188,0
11071,Defender,Brazil,Naldo,,adidas Predator Elite,41,198,0
11072,Defender,France,Namakoro Diallo,Nîmes Olympique,,28,178,0
11073,Midfielder,Senegal,Nampalys Mendy,RC Lens,adidas Predator Elite,32,168,0
11074,Forward,Ghana,Nana Ampomah,,Nike Mercurial Vapor 15 Elite,28,175,0
11075,Defender,Ghana,Nana Asare,,,38,175,0
11076,Defender,Ghana,Nana Kwame Boakye,FC Sheriff Tiraspol,,18,187,0
11077,Defender,Angola,Nandinho,,,26,174,0
11078,Midfielder,Spain,Nando,,,30,178,0
11079,Forward,Portugal,Nani,,adidas X Speedportal.1,37,177,0
11080,Defender,Spain,Nano,,,39,182,0
11081,Forward,Spain,Nano Mesa,,,29,178,0
11082,Defender,Guinea-bissau,Nanu,,Puma Ultra Ultimate,30,177,0
11083,Defender,Japan,Naomichi Ueda,,Nike Tiempo Legend 10 Elite,29,186,0
11084,Forward,Morocco,Naoufal Bannis,,,22,184,0
11085,Forward,France,Naoufal Mesbah,,,28,177,0
11086,Midfielder,France,Naouirou Ahamada,Stade Rennais FC,adidas F50 Elite,22,183,0
11087,Goalkeeper,-,Napo Matsoso,,,30,167,0
11088,Forward,Spain,Naranjo,,Nike Mercurial Superfly 9 Elite,30,182,0
11089,Forward,-,Nardin Mulahusejnovic,,,26,190,0
11090,Forward,Azerbaijan,Nariman Akhundzada,Qarabağ FK,,20,185,0
11091,Defender,Albania,Naser Aliji,,Nike Mercurial Vapor 15 Elite,30,178,0
11092,Midfielder,Poland,naso stefano,,adidas X 17+ Purespeed,30,175,0
11093,Defender,Saudi Arabia,Nasser Al-Dawsari,,Nike Phantom GT2 Elite,25,178,0
11094,Defender,Burkina Faso,Nasser Djiga,Red Star Belgrade,Nike Mercurial Vapor 15 Elite,21,192,0
11095,Midfielder,Netherlands,Nasser El Khayati,,adidas X 15.1,35,185,0
11096,Midfielder,France,Nassim Ahmed,,adidas X 19.1,23,174,0
11097,Goalkeeper,France,Nassim Badri,,adidas Predator Elite,30,180,0
11098,Midfielder,Morocco,Nassim Boujellab,Arminia Bielefeld,Nike Mercurial Superfly 9 Elite,25,182,0
11099,Forward,Morocco,Nassim Chadli,,Nike Mercurial Superfly VII Elite,23,181,0
11100,Defender,Tunisia,Nassim Hnid,,Nike Phantom VNM Elite,27,191,0
11101,Defender,Brazil,Natan,Real Betis Balompié,adidas X Crazyfast Elite,23,188,0
11102,Defender,Brazil,Natanael,,,33,166,0
11103,Forward,France,Nathaël Julan,,,28,196,0
11104,Midfielder,Brazil,Nathan,,adidas X Crazyfast Elite,28,177,0
11105,Defender,Netherlands,Nathan Aké,Manchester City,Nike Phantom Luna 2 Elite,29,180,0
11106,Defender,England,Nathan Baker,,Nike Tiempo Legend 10 Elite,33,189,0
11107,Goalkeeper,England,Nathan Baxter,,Nike Tiempo Legend VIII Elite,25,189,0
11108,Goalkeeper,England,Nathan Bishop,,adidas Copa Pure 2 Elite,24,185,0
11109,Midfielder,France,Nathan Bitumazala,,Nike Mercurial Vapor 15 Elite,21,178,0
11110,Midfielder,France,Nathan Buayi-Kiala,AJ Auxerre,,20,177,0
11111,Defender,Ireland,Nathan Collins,Brentford FC,adidas Copa Pure 2 Elite KT,23,193,0
11112,Defender,Belgium,Nathan de Medina,,adidas X Crazyfast Elite,26,183,0
11113,Defender,France,Nathan Dekoke,,Nike Tiempo Legend 10 Elite,28,180,0
11114,Midfielder,England,Nathan Dyer,,adidas X Crazyfast Elite,36,165,0
11115,Defender,England,Nathan Ferguson,,Puma Ultra 1.4,23,184,0
11116,Forward,Ireland,Nathan Fraser,,Nike Phantom GX 2 Elite,19,188,0
11117,Forward,Belgium,Nathan Kabasele,,Nike Mercurial Vapor 15 Elite,30,178,0
11118,Defender,France,Nathan Monzango,,,23,184,0
11119,Forward,France,Nathan Ngoumou,Borussia Mönchengladbach,Puma Ultra Ultimate,24,185,0
11120,Defender,Scotland,Nathan Patterson,Everton,adidas Predator Elite LL,22,189,0
11121,Forward,England,Nathan Redmond,Burnley,Nike Mercurial Vapor 15 Elite,30,173,0
11122,Midfielder,Zambia,Nathan Sinkala,,Nike Tiempo Legend 10 Elite,33,178,0
11123,Defender,United States,Nathan Smith,,,29,178,0
11124,Forward,Nigeria,Nathan Tella,Bayer 04 Leverkusen,adidas F50 Elite,25,173,0
11125,Goalkeeper,England,Nathan Trott,FC Copenhagen,adidas Predator Elite,25,188,0
11126,Defender,England,Nathan Wood,Southampton,Puma Future 7 Ultimate,22,188,0
11127,Defender,France,Nathan Zézé,FC Nantes,Puma Future Ultimate,19,190,0
11128,Forward,Congo Dr,Nathanaël Mbuku,GNK Dinamo Zagreb,Nike Mercurial Vapor 14 Elite,22,170,0
11129,Defender,Ghana,Nathaniel Adjei,FC Lorient,Nike Mercurial Vapor 15 Elite,22,191,0
11130,Defender,Australia,Nathaniel Atkinson,,Puma Ultra Ultimate,25,181,0
11131,Defender,Germany,Nathaniel Brown,Eintracht Frankfurt,adidas F50 Elite,21,180,0
11132,Midfielder,England,Nathaniel Chalobah,,Nike Mercurial Vapor 15 Elite,29,185,0
11133,Defender,England,Nathaniel Clyne,Crystal Palace,Nike Mercurial Superfly 9 Elite,33,175,1
11134,Forward,England,Nathaniel Mendez-Laing,,Nike Mercurial Superfly 9 Elite,32,178,0
11135,Defender,England,Nathaniel Phillips,,adidas Copa Pure 2 Elite,27,190,0
11136,Midfielder,Spain,Natxo Insa,,,38,177,0
11137,Midfielder,Spain,Nauzet Alemán,,Puma Ultra 1.1,39,178,0
11138,Goalkeeper,Spain,Nauzet Pérez,,Joma Super Copa,39,190,0
11139,Defender,Ukraine,Navin Malysh,Dynamo Kyiv,,21,185,0
11140,Midfielder,Saudi Arabia,Nawaf Al-Abed,,Nike Mercurial Vapor X Elite,34,170,0
11141,Goalkeeper,Saudi Arabia,Nawaf Al-Aqidi,,adidas Predator Elite LL,24,186,0
11142,Defender,Morocco,Nayef Aguerd,Real Sociedad,adidas Predator Elite LL,28,190,0
11143,Forward,Ukraine,Nazar Voloshyn,Dynamo Kyiv,,21,175,0
11144,Forward,Ukraine,Nazariy Rusyn,Sunderland,Nike Mercurial Vapor 15 Elite,25,177,0
11145,Defender,Turkey,Nazim Sangaré,,,30,185,0
11146,Defender,Portugal,Nazinho,,Nike Mercurial Vapor 15 Elite,21,180,0
11147,Forward,France,Neal Maupay,Olympique de Marseille,adidas X Crazyfast Elite,28,173,0
11148,Defender,Turkey,Necip Uysal,Beşiktaş JK,adidas Copa Pure 2 Elite,33,180,0
11149,Defender,Wales,Neco Williams,Nottingham Forest,Puma Future 7 Ultimate,23,183,0
11150,Midfielder,Cyprus,Nectarios Alexandrou,,adidas Predator Elite,40,178,0
11151,Goalkeeper,Croatia,Nediljko Labrovic,FC Augsburg,,24,196,0
11152,Midfielder,Albania,Nedim Bajrami,Rangers FC,Nike Phantom GX Elite,25,179,0
11153,Defender,England,Nedum Onuoha,,Nike Tiempo Legend 10 Elite,37,188,0
11154,Forward,Congo Dr,Neeskens Kebano,,Nike Phantom GT Elite DF,32,170,0
11155,Forward,Switzerland,Neftali Manzambi,,,27,179,0
11156,Defender,France,Nehemiah Fernandez,,,19,184,0
11157,Defender,Argentina,Nehuén Paz,,Puma King Platinum,31,191,0
11158,Defender,Argentina,Nehuén Pérez,FC Porto,Nike Tiempo Legend 10 Elite,24,186,0
11159,Midfielder,Morocco,Neil El Aynaoui,RC Lens,adidas Predator Elite,23,185,0
11160,Goalkeeper,Philippines,Neil Etheridge,,Nike Phantom GX 2 Elite,34,188,0
11161,Defender,Wales,Neil Taylor,,adidas Copa 20.1,35,176,0
11162,Midfielder,Cyprus,Nektarios Alexandrou,,,40,178,0
11163,Defender,Portugal,Nélson,,Nike Mercurial Superfly 9 Elite,41,172,0
11164,Defender,England,Nelson Abbey,Swansea City,adidas Predator Elite FT,21,187,0
11165,Defender,Bolivia,Nelson Cabrera,,,41,192,0
11166,Defender,Portugal,Nélson Monte,Málaga CF,,29,187,0
11167,Forward,Portugal,Nélson Oliveira,,Nike Mercurial Vapor XIII Elite,33,186,0
11168,Defender,Portugal,Nélson Semedo,Wolves,Nike Mercurial Vapor 16 Elite,30,177,0
11169,Forward,Paraguay,Nelson Valdez,,Nike Mercurial Vapor 15 Elite,40,178,0
11170,Forward,Germany,Nelson Weiper,1. FSV Mainz 05,Puma Ultra Ultimate,19,192,0
11171,Defender,Serbia,Nemanja Gudelj,Sevilla FC,Puma Ultra 5 Ultimate,32,187,0
11172,Midfielder,Serbia,Nemanja Maksimovic,Panathinaikos Athens,adidas X Crazyfast Elite,29,189,0
11173,Midfielder,Serbia,Nemanja Matic,Olympique Lyonnais,Puma Future 7 Ultimate,36,194,0
11174,Defender,Serbia,Nemanja Miletic,,Puma Ultra 1.1,33,187,0
11175,Defender,Serbia,Nemanja Milunovic,,Nike Tiempo Legend 9 Elite,35,195,0
11176,Forward,Serbia,Nemanja Motika,SpVgg Greuther Fürth,,21,179,0
11177,Forward,Serbia,Nemanja Nikolic,,,31,188,0
11178,Defender,-,Nemanja Nikolic,,Nike Mercurial Vapor XIII Elite,23,180,0
11179,Forward,Hungary,Nemanja Nikolics,,Nike Tiempo Legend 10 Elite,36,180,0
11180,Defender,Serbia,Nemanja Pejčinović,,Nike Tiempo Legend 10 Elite,36,185,0
11181,Defender,Serbia,Nemanja Petrovic,,,32,176,0
11182,Midfielder,Serbia,Nemanja Radoja,,Nike CTR360 Maestri,31,186,0
11183,Forward,Serbia,Nemanja Radonjić,Red Star Belgrade,Nike Mercurial Superfly 9 Elite,28,185,0
11184,Defender,Serbia,Nemanja Stojić,,adidas X Crazyfast Elite LL,26,190,0
11185,Goalkeeper,-,Nemanja Supic,,,42,196,0
11186,Defender,Serbia,Nemanja Tubić,,Nike Tiempo Legend 10 Elite,40,189,0
11187,Defender,Serbia,Nemanja Vidić,,Nike Tiempo Legend 10 Elite,42,189,1
11188,Midfielder,Serbia,Nenad Krsticic,,Puma Ultra Ultimate,34,182,0
11189,Defender,Montenegro,Nenad Milijas,,,31,180,0
11190,Defender,Serbia,Nenad Tomović,,Nike Mercurial Superfly VII Elite,37,184,0
11191,Forward,Brazil,Nenê,,Nike Mercurial Vapor 15 Elite,41,183,0
11192,Forward,Brazil,Nenê,,adidas Predator Elite,43,181,0
11193,Defender,Netherlands,Neraysho Kasanwirjo,Rangers FC,adidas F50 Elite,22,185,0
11194,Goalkeeper,Argentina,Nereo Champagne,,Nike Tiempo Legend VII Elite,39,188,0
11195,Forward,Mexico,Nery Castillo,,Mizuno Morelia II,40,170,0
11196,Defender,Mexico,Néstor Araújo,,Nike Phantom GT2 Elite DF,33,188,0
11197,Goalkeeper,Spain,Néstor Díaz,,Nike Hypervenom,32,183,0
11198,Forward,Australia,Nestory Irankunda,Bayern München,Nike Mercurial Vapor 16 Elite,18,175,0
11199,Goalkeeper,Brazil,Neto,Arsenal,adidas Copa Pure 2 Elite,35,190,0
11200,Defender,Brazil,Neto Borges,Middlesbrough FC,adidas X Crazyfast Elite,27,185,0
11201,Defender,Brazil,Neuton,,adidas Predator Elite,34,182,0
11202,Midfielder,Croatia,Neven Djurasek,,Nike Mercurial Vapor XIII Elite,26,173,0
11203,Defender,Serbia,Neven Subotić,,adidas Copa Pure 2 Elite KT,35,193,0
11204,Forward,Brazil,Newerton,Shakhtar Donetsk,,19,165,0
11205,Defender,Colombia,Neyder Lozano,,adidas Predator Elite LL,30,185,0
11206,Forward,Brazil,Neymar,,Puma Future Ultimate,32,175,1
11207,Midfielder,Congo Dr,Ngal'ayel Mukau,LOSC Lille,adidas Predator Elite LL,19,188,0
11208,Defender,Congo Dr,Ngonda Muzinga,,Nike Mercurial Vapor 15 Elite,29,182,0
11209,Defender,France,Nhoa Sangui,Stade de Reims,,18,178,0
11210,Midfielder,Northern Ireland,Niall McGinn,,adidas X Crazyfast Elite,37,183,0
11211,Midfielder,Italy,Niccolò Belloni,,,30,176,0
11212,Goalkeeper,Italy,Niccolò Chiorra,,,23,187,0
